,Model,rating,user,time_of_review,review,title,user_address,user_type
0,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Aryan  Patil,2months ago,"Bokeh mode is very excellent than any other handset at this budget.....   battery, camera, display overall performance is very best .....   gaming performance is aslo good   .....   at this budget no other handset can replace this handset  .......  must buy if ur budget is 15,000",Wonderful,Latur District,Certified Buyer
1,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Flipkart Customer,5months ago,Just awsome product the picture quality is good and battery backup is awsome and it is the only phone which supports 60 FPS in Games like PUB G just awsome had an awsome experience using this phone. I reccomend you to buy this product,Great product,North Twenty Four Parganas District,Certified Buyer
2,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Suresh Kumar,5months ago,"Samsung galaxy m30s is most useful.But Samsung can improve selfie camera.  Where is i am disappointed with the selfie but overall , This is the best bugdet phone and performance is good.And the display... is super good i loved the colors.And processor is decent. Not superb",Nice product,New Delhi,Certified Buyer
3,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,1,Rohit Purba,6months ago,Not worth for me. i buy for my samsung tv this mobile for live cast and smartthins app. but smart things app not working in this. i call samsung person and he saod that u buy online so it has limited function. i recommend not buy online any product. its worthless. when its same made by samsung company. i'm very sad. strongly recomended not buy any product online.,Utterly Disappointed,Rajpura,Certified Buyer
4,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Flipkart Customer,5months ago,"BSOLUTELY BEST PHONE, GO FOR THIS PHONELET ME CLEAR IT'S FEATURES1 CAMERA _ 482  BATTERY - 6000 MAH  WITH 15w  charger3   DISPAY   - SUPER AMOLED4-  DESIGN - FANTASTIC 5- 6000MAH BATTERY BUT VERY THIN PHON",Highly recommended,Muzaffarpur,Certified Buyer
5,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Shivam  Mishra,1month ago,"I have realized that this phone is full package.But i never feel it has 6000 mah battery.Approx 1 day after full use like 4 hours pubg 2 hours youtube and other work and its battery drain in 12 hours. I was accepting that this phone will with me approx 30 hours. But it was wrong.Even this phone has very great camera, display,ram management, also the look of this phone is superb.The display is slightly curved and the super amoled display make me feel so much great.But in the 14000 rupee a...",Pretty good,Kanpur,Certified Buyer
6,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Sachin Suresh,6months ago,"one of the good phone in this price range , the best thing in this phone is its massive battery.. camera qulaity is poor, both front and back cams. overall it is a good product.",Pretty good,Trivandrum,Certified Buyer
7,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Flipkart Customer,5months ago,Nice mobile and it comes good battery back up. And camera is good look so good,Awesome,Kendujhar,Certified Buyer
8,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Bharat Parmar,1month ago,"Been using this phone for more than 4 months now. It was super smooth during the first month, but it started hanging a bit. It's not extreme hanging, power button does the more often than not.Pros :BatteryDisplayCall Voice quality amazingPerformance is fine apart from rare hangs/lagsNetwork catching ability is great. None of the other phones worked in my apartment regarding networks, but this phone manages to catch network just fine. Cons :Camera is not upto the mark. Finger print s...",Delightful,Mumbai,Certified Buyer
9,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Flipkart Customer,2months ago,"This phone is works excellent so far after (6 months use), large display and good battery life what i want! Must keep up your software updated. I recommend this phone to my family and friends!",Wonderful,Chennai,Certified Buyer
10,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Flipkart Customer,7months ago,super camera,Awesome,Kozhikode,Certified Buyer
11,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Ayantik Debbarma,10months ago,superb battery backup 👌,Perfect product!,Gandhigram,Certified Buyer
12,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Akash Ragde,7months ago,the phone awesome....,Nice product,Aurangabad,Certified Buyer
13,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Dipakbhai p Chaudhary,6months ago,Nice mobile,Just wow!,Ahmedabad,Certified Buyer
14,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Saddam Ansari,9months ago,very good camera and display,Fabulous!,Chennai,Certified Buyer
15,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Rahul Singh,9months ago,very nice set,Good quality product,Jaunpur District,Certified Buyer
16,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Flipkart Customer,8months ago,Best Mobile Best Camera and Battry is so powerfull,Awesome,Akola,Certified Buyer
17,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Flipkart Customer,7months ago,really good product... satisfied...thank you...n also Flipkart helpling team response is 1000%...,Worth every penny,Rajkot,Certified Buyer
18,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Brahmaiah S,9months ago,super,Highly recommended,Anantapur District,Certified Buyer
19,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Sandip Mondal ,7months ago,not bad,Worth the money,Puruliya District,Certified Buyer
20,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Flipkart Customer,5months ago,Very nice camera and battery  backup all over  so cute mobile phone,Just wow!,Aurangabad District,Certified Buyer
21,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Mahamadshahid  Shaikh ,7months ago,Superb,Awesome,Balasinor,Certified Buyer
22,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Damini V. Vatukiya,9months ago,very good product!!!  Thnks flipkart 😇😇,Terrific purchase,Rajkot,Certified Buyer
23,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,MANJUNATH GS,9months ago,It's awesome Product,Good quality product,Bengaluru,Certified Buyer
24,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,3,hasantuzzama zama,10months ago,Head phone miss,Good,Hyderabad,Certified Buyer
25,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Shyamsundar Wawdane,6months ago,Camara is awesome,Super!,Kalyan,Certified Buyer
26,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,madhu gowda,9months ago,nice m,Awesome,Kodagu District,Certified Buyer
27,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,3,Anandhu v   Suresh,5months ago,Good,Decent product,Kottayam District,Certified Buyer
28,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,JITENDRA SINGH PATEL,8months ago,excellent perform,Brilliant,Dhar,Certified Buyer
29,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Ajay Reigns,8months ago,Best Mobile !,Super!,Tiruchirappalli,Certified Buyer
30,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Bobby garg,8months ago,very nice samsung m30s,Brilliant,Dankaur,Certified Buyer
31,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Rahul  Vasava,9months ago,tanks flipkart,Highly recommended,Vadodara,Certified Buyer
32,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Brundavani Mantrarajam,3months ago,Performance is just..osm..n camera though..👌👌😍,Classy product,Adilabad,Certified Buyer
33,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Md kamran,9months ago,nice mobile,Best in the market!,Madhupur,Certified Buyer
34,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Abhijit paul,9months ago,nice phone,Brilliant,Kolkata,Certified Buyer
35,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Suresh  K,8months ago,nice product but speaker is not in correct place sound is not clearly,Pretty good,Bengaluru,Certified Buyer
36,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Gaurav Kumar,5months ago,"Gzb mobile hIt have owesome display and good bettery perfomanceCamera is ok , not best. Performance is good .It is cheap in term of cost , it may more lowest cost",Wonderful,Aligarh,Certified Buyer
37,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Suryakant  Verma ,8months ago,very nice mobile,Wonderful,Bemetra District,Certified Buyer
38,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Chandan  Chandan,9months ago,osm nice phone,Just wow!,Bengaluru,Certified Buyer
39,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Sinu Jatt,7months ago,top 1,Classy product,Beri,Certified Buyer
40,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Manish Meena,3months ago,xcellent  Value of money,Wonderful,Alwar,Certified Buyer
41,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Flipkart Customer,8months ago,nice,Mind-blowing purchase,Chamarajanagar,Certified Buyer
42,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Flipkart Customer,6months ago,Good one nice product,Pretty good,Honda,Certified Buyer
43,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,krishna kumar,7months ago,its very smooth and easy,Really Nice,Naugachhia,Certified Buyer
44,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Saravanan Saravanan ,9months ago,K Super nice. 👍,Classy product,Chennai,Certified Buyer
45,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,2,Flipkart Customer,9months ago,"it has hang problem,although display is very nice and camera is also good but not being as a fantastic  I  terms of 48mp. battery is good.",Could be way better,Chennai,Certified Buyer
46,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Nitu Singh,8months ago,Good phone,Worth the money,Hyderabad,Certified Buyer
47,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Najir Husain,7months ago,Super,Great product,Pashchim Champaran District,Certified Buyer
48,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,1,Santosh Gawai,4months ago,I have facing problems with charging issues within 2 months Charger has conected but mobile didn't charge so I am totally disappointed......,Worthless,Talegaon Dabhade,Certified Buyer
49,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,john joje,6months ago,thakarthu,Worth the money,Thrissur,Certified Buyer
50,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Debojit Das,5months ago,Battery life back up / Camera / Processor / Mobile Display / Mobile Body all are perfect.  Nice Phone. ...,Super!,Goalpara,Certified Buyer
51,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,pradeep  shinde,7months ago,Very nice,Terrific purchase,Kolhapur,Certified Buyer
52,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,MADHU majhi,7months ago,very good,Brilliant,Rairangpur,Certified Buyer
53,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,1,John Diddu,9months ago,right now nothing purchase from Flipkart.,Worst experience ever!,Pune,Certified Buyer
54,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Yangesh  Subba,5months ago,wesome camera quality and battery also very good for gaming 🔥,Perfect product!,Aamby Valley,Certified Buyer
55,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,1,Bhanuprakash Naidu,5months ago,It is restarting automatically  .....middle of task it is happening  switch off....Now a days products in flipkart is worst ...better to purchase manually in showrooms......worst flipkart,Waste of money!,Bengaluru,Certified Buyer
56,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,1,Flipkart Customer,4months ago,"Back camera not working properly,  very bad experience with this phone.",Worthless,Bidhan Nagar,Certified Buyer
57,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,3,Flipkart Customer,6months ago,received damaged box. though seal was intact but box was not in good condition also phone was having dust on it.,Does the job,New Delhi,Certified Buyer
58,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,MOHD UMAR,7months ago,good product .,Highly recommended,Kanpur,Certified Buyer
59,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Rajkumar mahra,8months ago,good,Nice product,Pithampur,Certified Buyer
60,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Sudharshan S,7months ago,it is a great phone but comparison with other same range phone in performance it is little bit laid back games are okay (pubg) which I play mostly but camera not so good. but battery will make you to buy this phone tremendous and very rich looking phone.,Pretty good,Chennai,Certified Buyer
61,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,2,Lalit Kumar,8months ago,battery 6000 mah but not working like 6000mah but not bad value for money thanks Filipkard 👍🏻,Expected a better product,New Delhi,Certified Buyer
62,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Mokim Alam,7months ago,Thank you for filipcart,Highly recommended,Garhwa,Certified Buyer
63,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,3,OMPRAKASH  NAGAR,8months ago,good  h,Fair,Baran District,Certified Buyer
64,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,2,Flipkart Customer,5months ago,3rd.quality battery,Expected a better product,Bareilly,Certified Buyer
65,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,2,Amrit  Mardi,8months ago,rattan,Moderate,Coimbatore District,Certified Buyer
66,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,1,Flipkart Customer,9months ago,ear Team,Terrible product,Pune,Certified Buyer
67,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Md  Konain,7months ago,It's very mobile and its battery backup is also fine,Best in the market!,Begusarai,Certified Buyer
68,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Sarath Kumar,7months ago,Nice Mobile,Nice product,Chennai,Certified Buyer
69,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,1,SURESH CHAND ,8months ago,never purchase m30s,Worst experience ever!,Bhilai,Certified Buyer
70,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Somesh Mohakud,2months ago,Best phone under 15k you can use it for gaming daily use and best thing you can play pubg in hdr and ultra graphics and it give 19 hr backup in my uses so go for it,Highly recommended,Hyderabad,Certified Buyer
71,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Balaji janardhan Saste,6months ago,Super,Best in the market!,Osmanabad,Certified Buyer
72,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Paritosh Sarkar,6months ago,best,Great product,Maldah District,Certified Buyer
73,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Sandeep Kumar,7months ago,very good but  android 10 update kab aaega,Simply awesome,Ranchi,Certified Buyer
74,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Flipkart Customer,7months ago,exellent,Classy product,Tirupati,Certified Buyer
75,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Flipkart Customer,4months ago,I got it as it expected....,Mind-blowing purchase,Marigaon,Certified Buyer
76,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Flipkart Customer,5months ago,Best this price,Mind-blowing purchase,Ghaziabad,Certified Buyer
77,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Ramhluna  Rama,5months ago,Good for price,Awesome,Lunglei District,Certified Buyer
78,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,1,Flipkart Customer,6months ago,Phone hangs frequently.  You cannot take a call when using WhatsApp etc. Phone hangs,Horrible,Bangalore,Certified Buyer
79,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,1,G Eswaran ,8months ago,bad camera quality,Hated it!,Sipcot Perundurai,Certified Buyer
80,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,1,Pardeep Kainsay,7months ago,very poor battery backup fast discharges camera not good like a samsung j7,Very poor,Mustafabad,Certified Buyer
81,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,1,Visvanathan J,5months ago,Very worst product......keybad mobile camera better then this,Very poor,Tiruchirappalli District,Certified Buyer
82,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,2,Flipkart Customer,5months ago,front camera not very good,Bad quality,Kharagpur,Certified Buyer
83,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,1,Flipkart Customer,2months ago,Not upto mark and not value for money. Camera is not  worthy according price.,Terrible product,New Delhi,Certified Buyer
84,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,1,Flipkart Customer,2months ago,Very bad completely damage when drop from my hand,Useless product,Alwar,Certified Buyer
85,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Rajesh  Sharma,5months ago,wesome phone and the camera was outstanding,Best in the market!,Ludhiana,Certified Buyer
86,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Parmanand Yadav,5months ago,wesome phone love it thks Flipkart .,Terrific purchase,Lucknow,Certified Buyer
87,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Flipkart Customer,6months ago,Best of Beatty backup Camara was Oshawa,Good choice,Sundargarh District,Certified Buyer
88,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,1,Abhishek Dubey,5months ago,Normal,Worthless,Kannauj,Certified Buyer
