,Model,rating,user,time_of_review,review,title,user_address,user_type
191,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,1,Ashutosh Shukla,4months ago,Can only be used with Indian simcard and it didn't say anything regarding this in the product specifications,Hated it!,Gonda,Certified Buyer
192,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Rajan Sah,4months ago,k,Awesome,Howrah,Certified Buyer
193,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Karthik  S,5months ago,Good,Really Nice,Bengaluru,Certified Buyer
194,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Sarwan Sinha,5months ago,wesome phone,Wonderful,Malur,Certified Buyer
195,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Yadap  Timsina,5months ago,Best phone,Just wow!,Mohali,Certified Buyer
196,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Flipkart Customer,5months ago,xcellent,Mind-blowing purchase,Macherla,Certified Buyer
197,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Mohommad Abuzar,5months ago,That is a out standing smart phone,Brilliant,Saharanpur District,Certified Buyer
198,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Rohan Kuril,5months ago,wesome product,Classy product,Aurangabad,Certified Buyer
199,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,3,ajeesh k,5months ago,Poor cam,Just okay,Palakkad,Certified Buyer
200,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,MANISH ALI,5months ago,xcellent,Really Nice,New Delhi,Certified Buyer
201,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Reinaldo Marweiñ,5months ago,Good product,Worth the money,Shillong,Certified Buyer
202,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Ashok Ananth,5months ago,Suprrrrrrrrr😍,Mind-blowing purchase,Mylaudy,Certified Buyer
203,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Gurpal  Singh ,5months ago,V nicc,Great product,Nalagarh,Certified Buyer
204,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Flipkart Customer,5months ago,Good,Best in the market!,Daman,Certified Buyer
205,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Flipkart Customer,5months ago,Nice,Terrific,Dahej Sir,Certified Buyer
206,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Raj Dipak Singh ,5months ago,To good,Terrific,Hansalpur,Certified Buyer
207,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Kushal  H R kushal ,5months ago,Very good,Terrific purchase,Bengaluru,Certified Buyer
208,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Naveen Mani,5months ago,Nice,Pretty good,Guntur,Certified Buyer
209,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Ujjawal  Kumar ,5months ago,Very good product,Good choice,Hazaribagh,Certified Buyer
210,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Chandru  ,5months ago,No product,Wonderful,Kottur,Certified Buyer
211,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,decent boy lucky,5months ago,superrrrbbbbb phone,Worth every penny,Sircar Periapalayam,Certified Buyer
212,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Mohamed Aisil,5months ago,No comments,Perfect product!,Pondicherry,Certified Buyer
213,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Deependra singh,5months ago,Nice mobile It is Beautiful Camera and Battery Excellent,Terrific,Shankargarh,Certified Buyer
214,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,3,Flipkart Customer,5months ago,Nice product,Does the job,Allahabad District,Certified Buyer
215,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Flipkart Customer,5months ago,very nice,Excellent,Agartala,Certified Buyer
216,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Rati kanta Pradhan,5months ago,Good,Awesome,Baleshwar,Certified Buyer
217,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Flipkart Customer,5months ago,Thankyou so much nice product and quick delivery everyone liked it,Brilliant,Dharwad,Certified Buyer
218,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Flipkart Customer,5months ago,"eal image capture,but some lag  camera .I love multi windows open in one screen features. Over all best phone in this range.",Terrific purchase,Chamoli District,Certified Buyer
219,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Suraj Shaikh,5months ago,Good for normal users and performance was slightly Improved comparing previous processer 9610,Value-for-money,Naldurg,Certified Buyer
220,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Antony Antony,5months ago,Nice,Must buy!,Thoothukkudi District,Certified Buyer
221,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Vinay kant Usare,5months ago,Super phone,Awesome,Antagarh,Certified Buyer
222,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,sajit,5months ago,Great product,Terrific,Verna,Certified Buyer
223,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Shameer 1518,5months ago,nice amazing phone,Best in the market!,Kondotty,Certified Buyer
224,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Dhiresh Govil,5months ago,verall a Chalta Phirta..BEAST TRULY A AMAZING EXPERIENCE THANKS..SAMSUNG.,Wonderful,Daman,Certified Buyer
225,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Amit  Sagathiya,5months ago,Superb mobile,Terrific,Ahmedabad,Certified Buyer
226,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Sanju  Singh ,5months ago,Good product,Terrific,Surajpur District,Certified Buyer
227,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Flipkart Customer,5months ago,very happy to get the product at the time of expected date,Worth the money,East Godavari District,Certified Buyer
228,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Rampal Jangra,5months ago,"Nice phone , all things are good..",Highly recommended,Jind,Certified Buyer
229,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Flipkart Customer,5months ago,Phone is awesomeSpeechless. I very happy for your service and best effort. I got the phone within the given date.. Thanks you so much,Wonderful,Kumily,Certified Buyer
230,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Flipkart Customer,5months ago,uch butter,Perfect product!,Hyderabad,Certified Buyer
231,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Flipkart Customer,5months ago,V v nice,Highly recommended,Bharuch District,Certified Buyer
232,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Chetan  Bambharoliya ,5months ago,Good mobile,Terrific purchase,Junagadh District,Certified Buyer
233,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Zahir  Hussain,5months ago,Thanks,Mind-blowing purchase,Coimbatore District,Certified Buyer
234,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Ramesh Dasari  Ramesh ,5months ago,I love flipkart super😘😍😍😍😍,Mind-blowing purchase,Medchal Malkajgiri District,Certified Buyer
235,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Tashi bhutia,5months ago,Low light camera..is so good,Good quality product,Upper Tadong,Certified Buyer
236,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Ayush  Gupta ,6months ago,sm phone,Value-for-money,Bhind,Certified Buyer
237,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Akkian Anudesh Srivastava,6months ago,wesome phone...display quality and battery performance next level...camera is also v good,Good choice,Haridwar,Certified Buyer
238,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Bhavani Manigandan,6months ago,wsm,Excellent,Puducherry,Certified Buyer
239,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Tuhin das,6months ago,Very good,Pretty good,Dhupguri,Certified Buyer
240,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5, Neeraj Zangid,6months ago,wesome phone l am loving it,Simply awesome,Jaipur,Certified Buyer
241,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Sivanandan M,6months ago,Good,Value-for-money,Kanhangad,Certified Buyer
242,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Arvind,6months ago,Superb,Mind-blowing purchase,Jalandhar,Certified Buyer
243,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Vinod kumar Saini,6months ago,Good product  my choice  company,Classy product,Gurugram,Certified Buyer
244,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Dr. hiren umretiya  ,6months ago,Good,Just wow!,Gsfc Reliance Complex,Certified Buyer
245,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Swapan  Chandra ,6months ago,Very nice mobile within price range.,Wonderful,Chittaranjan,Certified Buyer
246,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Seena Dkhar,6months ago,It's more better than I expected. Thank You,Brilliant,Shillong,Certified Buyer
247,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,1,Akash Fofandi,6months ago,after phone update charging is not working don purpose this phone,Terrible product,Ahmedabad,Certified Buyer
248,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Amit Bhavreta,6months ago,Nice cell,Excellent,Nagda,Certified Buyer
249,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Shrey Jha,6months ago,Nice,Terrific,Deoghar,Certified Buyer
250,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Maya,6months ago,Great display and battery and monster every thing,Highly recommended,New Delhi,Certified Buyer
251,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Shahjad .,6months ago,Good,Must buy!,Panipat,Certified Buyer
252,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Sajid  Khalif,6months ago,k,Mind-blowing purchase,Hassan,Certified Buyer
253,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Gowtham 12996,6months ago,Fancy looking..decent one..,Good choice,Kulithalai,Certified Buyer
254,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Sanatan Sahu,6months ago,Nice phone,Terrific purchase,Ibrahimpatnam,Certified Buyer
255,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Upesh kumar Pandey,6months ago,Nice phone 🙂,Wonderful,Prayagraj,Certified Buyer
256,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,vishal thakur,6months ago,great experience with samsung thank you so much flipkart,Excellent,Mohali,Certified Buyer
257,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Flipkart Customer,6months ago,Product is ok,Brilliant,Chennai,Certified Buyer
258,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Krishna Nandan Mahto  Mahto,6months ago,Very nice phones,Wonderful,Palacole,Certified Buyer
259,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Nilesh Killekar,6months ago,Nice product,Wonderful,Amravati,Certified Buyer
260,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Gourav Chattaraj,6months ago,Just Awesome,Simply awesome,Kolkata,Certified Buyer
261,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Flipkart Customer,6months ago,Very nice to use and battery pack is very good,Wonderful,Ambur,Certified Buyer
262,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Pritam Lama,6months ago,Bery good samsung!!..maan khush kaardiyah tunney!!..🥰🥰,Perfect product!,Alipurduar District,Certified Buyer
263,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Flipkart Customer,6months ago,Good,Brilliant,Thane District,Certified Buyer
264,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Sivasakthi Lenin chakravarthy,6months ago,Nice model and battery life is good,Good quality product,Devakottai,Certified Buyer
265,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Rajesh Thapa,6months ago,very nice product,Wonderful,Bareilly District,Certified Buyer
266,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Aapi H,6months ago,Fast delivery and mobile is  awesome...worth for money,Worth every penny,Yupia,Certified Buyer
267,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,vinoth kumar,6months ago,Not bad but ok to use,Really Nice,Dindigul,Certified Buyer
268,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Flipkart Customer,6months ago,Sooooooperb.....no words,Super!,Kozhikode District,Certified Buyer
269,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Gouse Takkalpalli,6months ago,good,Wonderful,Anantapur,Certified Buyer
270,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Suresh Suthar,6months ago,"Galaxy is the best mobile , superb mobile tq flipkart",Terrific purchase,Bilara,Certified Buyer
271,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Abhishek Baranwal,6months ago,Fantastic,Worth every penny,Jaunpur,Certified Buyer
272,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Argha deep Das,6months ago,Samsung is best bro 🥰,Worth every penny,Siliguri,Certified Buyer
273,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,1,inderpreet singh mangat,6months ago,y M30s samsung bettery was good as i was expected. While calling voice was not going correctly to other person how was listening. Camera quality was not same point which it should v .,Waste of money!,Ludhiana District,Certified Buyer
274,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Gunjan Das,6months ago,wesome product,Simply awesome,Maldah District,Certified Buyer
275,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Sanchita Mukherjee,6months ago,probably the best phone till now. loved it .just buy it,Worth every penny,Siliguri,Certified Buyer
276,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,gajanan dhoot,6months ago,Very Good,Must buy!,Parbhani,Certified Buyer
277,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,BIJOY JOY,7months ago,it's good,Classy product,Ala,Certified Buyer
278,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,chetana patil,7months ago,Good One.,Terrific,Bengaluru,Certified Buyer
279,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Flipkart Customer,7months ago,very very nice,Mind-blowing purchase,Thane District,Certified Buyer
280,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Vikash Kumar,7months ago,Nice  samsang phone,Brilliant,Hyderabad,Certified Buyer
281,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,2,Mohammed  Tazim,7months ago,lovely,Moderate,New Delhi,Certified Buyer
282,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,3,vinoth rtr,7months ago,good,Fair,Coimbatore,Certified Buyer
283,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Flipkart Customer,7months ago,Nice 👌👌 mobile,Just wow!,Osmanabad,Certified Buyer
284,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Flipkart Customer,7months ago,smartphone,Brilliant,Belpahar,Certified Buyer
285,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,Flipkart Customer,7months ago,superb mobile,Delightful,Sulluru,Certified Buyer
286,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Prabhat Singh,7months ago,Best in its price segment,Awesome,Raigarh,Certified Buyer
287,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Partha Barui,7months ago,Good,Classy product,Hugli District,Certified Buyer
288,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Flipkart Seller,7months ago,mobile is good but price is high,Mind-blowing purchase,Metpally,Certified Buyer
289,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Bhau Saheb Patil,7months ago,very very good,Perfect product!,Aurangabad District,Certified Buyer
290,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Sagar Jogi,7months ago,Worth for money,Highly recommended,Bengaluru,Certified Buyer
291,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Flipkart Custome Thangaraj N,7months ago,"this mobile front and back camera very clear,battery packup is too good  battery comes two days it is good worth to money",Terrific purchase,The Nilgiris District,Certified Buyer
292,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,3,ROOP CHAND MEENA ,7months ago,I like model but some more length 3mm screen,Does the job,Chennai,Certified Buyer
293,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,3,Flipkart Customer,7months ago,okay,Decent product,Chennai,Certified Buyer
294,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Aravind kumar S,7months ago,Super style and good look nice product,Fabulous!,Salem District,Certified Buyer
295,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Abhishek  Dubey,7months ago,good,Wonderful,Mumbai,Certified Buyer
296,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,5,Herry Jagani,7months ago,good,Worth every penny,Kachchh District,Certified Buyer
297,Samsung Galaxy M30s Blue 128 Gb Reviews: Latest Review of Samsung Galaxy M30s Blue 128 Gb | Price in India | Flipkart.com,4,mehul joshi,9months ago,Good Product,Nice product,Ahmedabad,Certified Buyer
